1.01.2016,Близнецы,"
Сегодняшний день весьма хорош для общения, как на работе, так и в домашней обстановке. Однако Близнецам будет трудно сосредоточиться на конкретной теме разговора или доводах собеседника, поскольку они будут заняты своими эмоциями и переживаниями.
"
2.01.2016,Близнецы,"
Сегодня близкие люди придумают для вас, Близнецы, что-нибудь необычное, праздничное и отвлекут вас  от негативных мыслей. Также удачными будут короткие поездки, пешие прогулки.
"
3.01.2016,Близнецы,"
Близнецам звезды советуют быть сегодня осторожными во всех сферах деятельности. Если вы хотите отстоять свои убеждения, необходимо быть корректным и вежливым. Если эмоции вас захлестнут, дело может кончиться физическим насилием, как с вашей стороны, так и со стороны противника.
"
4.01.2016,Близнецы,"
Сегодня Близнецы будут рады одиночеству  и уединению.  Вы можете решить огромное количество бытовых вопросов. Благоприятные условия будут созданы звездами для мероприятий, связанных с документами или финансовыми вопросами.
"
5.01.2016,Близнецы,"
Близнецам сегодня будет трудно придерживаться намеченного графика или плана, поскольку возможны непредвиденные ситуации. Вам, вероятно, захочется усовершенствовать или изменить что-нибудь в своей жизни.
"
6.01.2016,Близнецы,"
Сегодня Раки будут заняты организацией семейных отношений. Вероятны конфликты и недопонимания и, возможно, вам придется решать эту ситуацию. Главное, будьте сдержанны и справедливы. Звезды не советуют в этот день что-либо менять в своей частной жизни, например, переезжать.
"
7.01.2016,Близнецы,"
Хороший день у Близнецов для путешествий, особенно, если с вами будет приятный и интересный в общении человек. День удачен, как в коммерческом плане, так и в плане здоровья, однако существуют небольшие ограничения в общении с близкими людьми.
"
8.01.2016,Близнецы,"
Все важные дела звезды советуют Близнецам совершать в первой половине дня, после обеда же лучше заняться рутинной деятельностью. Вам принесут удовольствие  размышления, поиск информации.
"
9.01.2016,Близнецы,"
Сегодня Близнецам звезды советуют быть весьма осторожными во время путешествий, в обращении с оборудованием, а также быть аккуратными при использовании чужого имущества. Высока вероятность проблем со здоровьем, оно потребует срочного вмешательства.
"
10.01.2016,Близнецы,"
В начале дня и вплоть до вечера Близнецы будут вдохновлены своей работой или деятельностью. Вы уверены, что поступаете правильно и помогаете кому-то, однако вечером ваше приподнятое настроение изменится.
"
11.01.2016,Близнецы,"
Сегодняшний день  потребует от Близнецов активных действий, как на работе, так и дома. Благодаря инициативности, вы сможете избежать конфликтов. Вы можете вернуться к старому партнеру по бизнесу, снова поступить в университет.
"
12.01.2016,Близнецы,"
Сегодня звезды советуют Близнецам  лучше присмотреться к партнерам и найти новые точки соприкосновения, чтобы укрепить сотрудничество. Одних общих идей уже недостаточно, поищите на духовном уровне, в хобби, интересах. 
"
13.01.2016,Близнецы,"
Сегодня вас, Близнецы, ждет непростой день -  как в семейных отношениях, так и на работе. Возможны материальные проблемы. Единственное, что поможет вам справиться с проблемами, это огромное чувство дисциплинированности и ответственности.
"
14.01.2016,Близнецы,"
Сегодняшний день для Близнецов охарактеризован потеплением во всех сферах жизни. Вам будет приятно общаться с коллегами, да и семейная жизнь налаживается. Возможно, вам будет оказана помощь сверху или близкими людьми.
"
15.01.2016,Близнецы,"
Сегодня звезды советуют Близнецам остановиться, передохнуть от прошлых проблем и проанализировать нынешнюю ситуацию. Не беритесь сразу за новое дело, разберитесь сначала со старыми. Возможно, вечером вы наконец найдете свою дорогу.
"
16.01.2016,Близнецы,"
 Звезды советуют Близнецам быть осторожнее в поездках. Ваши финансовые дела также принесут много хлопот и мало дивидендов. Оригинальные идеи, которые вы будете усердно отстаивать, окажутся не такими уж оригинальными и нужными.
"
17.01.2016,Близнецы,"
Сегодня Близнецам придется пересмотреть свою жизнь и свои связи - с некоторыми вам придется попрощаться, а некоторые проанализировать. Тогда в новую фазу своей жизни, вы вступите с легкостью и спокойствием.
"
18.01.2016,Близнецы,"
Сегодня вас, Близнецы, ждет удача в семейной жизни и карьере. Особенно, если вы сможете найти компромисс  между чувствами и логикой. Карьера пойдет лучше при наличии покровителя или если вы задумаетесь об совершенствовании своих профессиональных данных.
"
19.01.2016,Близнецы,"
Сегодня весьма неожиданный день для Близнецов. Все пойдет не так, как ожидалось. Вам лучше не браться за новое дело, а провести этот день, экспериментируя над чем-либо. Звезды советуют навести дружеские мосты с вышестоящими партнерами.
"
20.01.2016,Близнецы,"
Сегодня вы, Близнецы, проведете странный и неопределенный день. Вы будете раздражительны и чувствительны к обстановке, однако вам придется к вечеру завершить дело, несмотря на все препятствия.
"
21.01.2016,Близнецы,"
В первой половине дня Близнецам необходимо заняться документами, переговорами и другими важными делами. Вечером вы станете активнее, а также к вечеру у вас появится человек, который поможет вам не только словом, но и делом.
"
22.01.2016,Близнецы,"
Близнецы, возможно, сейчас вы не сможете воплотить то, что планируете, поскольку у вас не хватает или средств, или знаний. Но не отказывайтесь от своей идеи, поговорите с друзьями. Они вас поддержат и дадут надежду на будущее.
"
23.01.2016,Близнецы,"
На работе вы, Близнецы, будете решать финансовые или практические проблемы. Старайтесь оставаться независимым от партнеров. Однако в частной жизни на почве финансов могут возникнуть конфликты. Отличный день, если вы собираетесь взять кредит в банке.
"
24.01.2016,Близнецы,"
Близнецам лучше сегодня не совершать важных сделок и быть внимательным в расходовании средств. Возможно, вы  истратите больше, чем заработали, или облагодетельствуете того, кому это не требуется.
"
25.01.2016,Близнецы,"
Близнецам с утра не стоит заниматься делами, оставьте их на вторую половину, когда в вас проснется отличный стратег. Единственное, звезды предупреждают, возможно, ваши амбиции слегка завышены, что может стать проблемой.
"
26.01.2016,Близнецы,"
Близнецы, благодаря своим профессиональным качествам, особенно коммуникабельности, вы сможете добиться существенных успехов в первой половине дня. С обеда вы станете более рассеяны, а ваши цели станут просматриваться не так четко.
"
27.01.2016,Близнецы,"
Для  Близнецов весьма неопределенный день, возможны мелкие неприятности. Начинать важное дело не стоит, лучше закончить начатое. Вечер благоприятен для финансовых вложений и покупок. Ограничьте расходы, чтобы не обзавестись долгами.
"
28.01.2016,Близнецы,"
Близнецы, сегодня основной темой размышлений, разговоров и действий будет ваша семейная жизнь или бытовая обстановка. В деловой сфере при переговорах не забудьте обратить внимание на интересы и пожелания вашего оппонента. Есть вероятность ошибки в планировании.
"
29.01.2016,Близнецы,"
В утренние часы Близнецы лучше всего отвести для неспешных разговоров с друзьями или родственниками. Вечером у вас появятся оригинальные идеи для реализации. Звезды советуют все важные решения сначала обдумать. Будьте осторожны в поездках.
"
30.01.2016,Близнецы,"
Близнецы, сегодня вы рискуете  провести напряженный день в разборках с важным для вас человеком. Все ситуация может перерасти в соперничество. Не теряйте целеустремленности и спортивного духа. Будьте осторожны в поездках и на лечении.
"
31.01.2016,Близнецы,"
Близнецам стоит закончить дела, начатые ранее, до вечера. В течение дня вы будете чувствительны и рассеяны. Не стоит предпринимать каких-либо действий в финансовом и карьерном плане. Вечером вас заинтересует новое дело.
"
