1.01.2016,Овен,"
Сегодняшний день для вас, Овны, будет связан с общением. Как на работе этот знак ждут переговоры и встречи, так и дома Вы будете нарасхват. Однако будьте осторожны при беседе с близкими людьми, поскольку есть вероятность некоторого недопонимания с их стороны.
"
2.01.2016,Овен,"
Овны сегодня будут активны как никогда, появится вдохновение и азарт. Пустите свое приподнятое настроение в нужное русло - займитесь укреплением семейных отношений, увеличьте физическую нагрузку, или просто вспомните давно забытое хобби.
"
3.01.2016,Овен,"
Вы, Овны сегодня отлично справитесь с возросшим объемом работы. Возможно столкновение с интересным противником. Чтобы его обыграть в каком-то деле,  вам потребуется оригинальные нестандартные идеи, а также возвращение к прошлым стратегиям.
"
4.01.2016,Овен,"
Овнам звезды советуют сегодня заняться работой. После праздников сегодня просто отличный день, чтобы составить планы на будущее, исправить ошибки и спокойно войти в рабочий ритм. Сегодня также удачный день чтобы посетить врача, начать несложное и кратковременное лечение.
"
5.01.2016,Овен,"
Сегодня звезды советуют Овнам быть внимательнее. Не стоит начинать важные дела, а если приходится, то делайте это с самого утра. Необходимо быть сосредоточенным, поскольку возможны некоторые неожиданности, проблемы с техникой и непредсказуемым поведением близкого человека.
"
6.01.2016,Овен,"
Для Овнов день будет весьма тяжелым и напряженным. Сегодня возможны конфликты, как на работе, так и дома. Звезды не советуют в этот период начинать какие-либо важные дела.
"
7.01.2016,Овен,"
Сегодняшний день весьма благоприятен для Овнов. Вы сможете начать какое-то дело или успешно продолжить старое. Возможны трудности в отношениях по поводу финансов, однако благодаря своей целеустремленности, вы сможете все преодолеть.
"
8.01.2016,Овен,"
Сегодняшний день для Овнов будет предназначен для общения, причем как на работе, так и дома. Звезды советуют быть дружелюбнее с коллегами и близкими людьми. Вечером вам захочется поговорить  о чем-то тайном или неизведанном.
"
9.01.2016,Овен,"
Сегодня ваши желания Овны будут руководить вашими поступками. Чтобы достигнуть оптимальных результатов свой деятельности, вам необходимо найти компромисс между эмоциями и логикой, при этом не стоит полностью сдерживать свои порывы.
"
10.01.2016,Овен,"
Овен  с утра будет подвержен авантюризму и излишней рискованности. Однако звезды советуют попридержать инициативы хотя бы до вечера, когда вы сможете с некоторой долей объективности смотреть на ситуацию.
"
11.01.2016,Овен,"
Сегодняшний день для Овнов хорош, как для путешествий и поездок, так и для контактов с иностранными гражданами. Благодаря своему живому характеру представители этого знака будут удачливы во всем. Сегодня Вы как никогда будете интересоваться получением новых знаний. 
"
12.01.2016,Овен,"
Сегодня вы, Овны, получите возможность расширить круг своих знаний и умений, или приобрести новых друзей. Ими могут стать ваши соседи по путешествию, коллеги по учебе. Сегодня весьма удачное время, чтобы начать какое-то оригинальное дело, причем звезды советуют делать это в коллективе.
"
13.01.2016,Овен,"
Сегодня для Овнов не исключены неприятные разговоры - на работе и дома. Начальство может потребовать у вас отчета о проделанной работе и заинтересоваться проверкой вашего профессионализма. Дома также предвидится трудный разговор с домочадцами.
"
14.01.2016,Овен,"
Сегодня для Овнов будет отличный день для того, чтобы наметить изменения к лучшему в отношениях. Вы сможете прийти  к компромиссу с теми, с кем у вас сложились трудные отношения. 
"
15.01.2016,Овен,"
Для Овнов сегодня удачный день, чтобы закончить давно мучащее дело или конфликт. Также возможно, что вы сможете обойти препятствия, мешающие вам на продвижении к вашей цели. Вечером звезды советуют задуматься о будущем.
"
16.01.2016,Овен,"
Сегодня Овны будут увлечены оригинальными и новыми идеями или людьми. Однако будьте осторожны, не все, то золото, что блестит. Возможно, ваши дети блеснут чем-то необычным.  Направьте этот энтузиазм в правильном направлении.
"
17.01.2016,Овен,"
У Овнов сегодня день, когда можно задуматься о будущем, помечтать, а вот инициатива - наказуема. Также сегодня вы весьма чувствительны и неуверенны в себе. Самое ближайшее будущее сейчас выглядит  неопределенно.
"
18.01.2016,Овен,"
Сегодня звезды советуют Овнам  сделать первый шаг к реализации цели, если планируете долгое путешествие, учебу или преподавание за границей. Также многие решения сегодня будут продиктованы не только логикой, но и интуицией.
"
19.01.2016,Овен,"
Сегодня вас, Овны, будет тянуть к экспериментам, и вам трудно будет придерживаться заранее намеченного плана, постоянно будут мешать ваши эмоции, мечты. Сегодня эксперименты будут удачны в небольших количествах и в домашней обстановке.
"
20.01.2016,Овен,"
Овны с утра лучше не занимайтесь важными делами, расслабьтесь и потерпите до вечера, когда будет более удачное время для того, чтобы пустить в дело все ваши боевые качества. Вам придется серьезно потрудиться для достижения цели.
"
21.01.2016,Овен,"
Овны, все дела лучше решать в первой половине дня, когда вы сможете их закончить удачно. Вторую половину приберегите для себя - расслабьтесь, займитесь спортом. Активный образ жизни избавит вас от накопленного напряжения.
"
22.01.2016,Овен,"
У Овнов, возможно, появится желание пойти наперекор условностям, однако оно так и останется желанием. Следуйте своим обычным правилам и занимайтесь обычной деятельностью. Некоторыми вашими действиями будет руководить мечта или надежда.
"
23.01.2016,Овен,"
Сегодня Овны ваш день будет посвящен финансовым вопросам. Это хорошее время чтобы поговорить о заработной плате с начальством. Вам необходимо внимательно относиться к тратам ваших близких. Сегодня возможен дополнительный доход.
"
24.01.2016,Овен,"
Овны, с утра вас ждет напряженная работа, а к концу дня возрастет неуверенность в своих силах и усталость. Звезды не советуют давать деньги в долг, поскольку вы поможете их не получить вовсе. Также не стоит ввязывать в сомнительные финансовые проекты.
"
25.01.2016,Овен,"
Звезды советуют Овнам не организовывать активные действия с утра. Вечером вы получите возможность начать новое дело, которое завершится удачно. Особенно, если вы работаете в образовании, информационных технологиях и журналистике.
"
26.01.2016,Овен,"
Овны, сегодня вы почувствуете острое желание понравиться представителю противоположного пола. Вы можете проявлять свою оригинальность даже слишком активно, но к счастью, ваше благоразумие возьмет верх.
"
27.01.2016,Овен,"
Для Овнов первая половина дня - это время для свободы и расслабления. Все дела лучше оставить на вечер, а не срочные - лучше перенести на другой день, поскольку это не очень удачный день для решения проблем. В поездках не исключены встречи с мошенниками.
"
28.01.2016,Овен,"
Овны, сегодня вас ожидает суетливый день, как дома, так и на работе. Однако полностью сосредоточиться на своей карьере вы не сможете, поскольку все мысли будут заняты семейными делами. Вы вдруг вспомните о невыполненном обещании перед каким-то родственником.
"
29.01.2016,Овен,"
Сегодня вам Овны захочется сделать что-то необычное, оригинальное. При этом звезды советуют делать это дома, поскольку сегодня вы очень нуждаетесь в семейном уюте. К вечеру вы будете активны и способны решить любую задачу.
"
30.01.2016,Овен,"
Овны, сегодня вас ждет интересный день. Звезды советуют в любых начинаниях руководствоваться чувством меры. Возможно, новое романтическое знакомство или яркая встреча с любимым. Также сегодня ваше внимание привлечет подрастающее поколение.
"
31.01.2016,Овен,"
Овнам сегодня не следует действовать по заранее определенному плану, лучше работать в свободном режиме, а еще лучше отдохнуть. Вечером вы сможете приступить к работе, но ваша низкая целеустремленность помешает добиться нужного результата.
"
1.02.2016,Овен,"
Овен, первый день  позволит вам с легкостью справиться с любой рутинной работой. Удачным также будет разговор с начальством или поход к врачу. Единственное, о чем звезды предупреждают, это не поддавайтесь монотонности и реагируйте на ситуацию адекватно.
"
2.02.2016,Овен,"
Овнам все рутинные и мелкие дела стоит решить до обеда. Вечером вам понадобятся и силы, и время для решения более глобальной задачи. Быстрого и легкого разрешения ситуации не ждите, оппоненты будут настроены весьма серьезно.
"
3.02.2016,Овен,"
Профессиональные и личные качества выйдут сегодня у Овнов на первый план. Будьте дружелюбны, если хотите достичь успеха в переговорах. Если вам необходима поддержка в делах вашего коллеги, необходимо начать лоббировать свои интересы прямо с самого утра.
"
4.02.2016,Овен,"
Творческий день предстоит у Овнов . Вы будете фонтанировать новыми интересными идеями, но не забудьте про своих коллег, совместная деятельность может оказаться более продуктивной. Вечером на первый план выйдет бурная интимная жизнь.
"
5.02.2016,Овен,"
Овнам стоит опасаться своих разгулявшихся аппетитов.  Все авантюры, встретившиеся сегодня на вашем пути, весьма соблазнительны, однако не столь продуктивны и безопасны. Вероятность потерь в результате необдуманных действий  сегодня велика.
"
6.02.2016,Овен,"
Если вы, Овны, сможете, сегодня, воспользоваться вашей сверхчувствительностью, эмоциональностью и проницательностью, вы добьетесь определенных успехов в карьере. Вполне возможен необычный разговор с начальством.
"
7.02.2016,Овен,"
Овнам сегодня благоволят не только звезды, но и ситуация, официальные органы или партнеры. Вы всего добьетесь, предпринимая активные действия по направлению к цели. Вас ждет поддержка со стороны. Организационные проблемы лучше улаживать с самого утра.
"
8.02.2016,Овен,"
Довольно удачный день для Овнов. Звезды советуют обратить внимание на малознакомых людей, возможно, у них с вами не так уж мало общего. Вероятность приятных неожиданностей и романтической встречи весьма велика. 
"
9.02.2016,Овен,"
До обеда звезды советуют Овнам не предпринимать активных действий, а заняться текущими несложными делами или общением с близкими. Вечером вам понадобятся силы для напряженной работы.  Хорошо бы вам разработать план дел на завтра.
"
1.03.2016,Овен,"
Овнам стоит перенести решение важных вопросов на другой день, поскольку сегодня вы будете сомневаться, нервничать. У вас появится желание скрыть свои мысли и стать более таинственным. Привычные обязанности будут сопряжены с небольшими неудобствами.
"
2.03.2016,Овен,"
Сомнения по поводу отношений с партнером могут возникнуть у Овнов. Причем, это будут обоюдные сомнения. Для решения проблем больше подойдет первая половина дня. Если же конфликт распространился до вечера, проявите сдержанность.
"
3.03.2016,Овен,"
Тяга Овнов  к общению приведет их сегодня к участию в каком-либо коллективном действии. Это может быть собрание, поход в клуб или демонстрация. Это хороший момент, чтобы наладить испорченные отношения или оказать поддержку.
"
4.03.2016,Овен,"
Эмоциональность, особенно в первой половине дня, позволит Овнам  действовать активно. Будьте осторожны, поскольку за последствия вашей активности звезды не ручаются. После обеда энтузиазм несколько уменьшится. Хороший день для риска и авантюр.
"
5.03.2016,Овен,"
Любые контакты потребуют от Овнов внимания и переосмысления. Вам сегодня свойственна бурная игра фантазии, поэтому могут появиться не вполне объективные сомнения. Не беспокойтесь, несмотря на всю чувствительность, ваша уравновешенность вас не подведет и конфликтов удастся избежать.
"
6.03.2016,Овен,"
Утренние часы обещают Овнам приятные заботы. Если вы хотите порадовать свою половинку, лучшего времени  не найти. К обеду жизнь потечет активней, это хорошее время для завязывания контактов. После обеда Овнам не стоит работать с проектами, требующими аккуратности.
"
7.03.2016,Овен,"
Овны испытают сегодня огромное желание расширить свой кругозор, посоветоваться с авторитетным человеком. Однако вас будут окружать интриги и тайны.  Остерегайтесь завистников. Общение с постоянными контактами перейдет на другой уровень.
"
8.03.2016,Овен,"
Частая смена настроения будет терзать Овнов сегодня. Из-за этого вы не сможете приблизиться к решению своих проблем. Также в это время возрастает интерес к наукам, культуре, мировым новостям.
"
9.03.2016,Овен,"
Отношения со второй половинкой не будут складываться у Овнов с утра, однако уже к обеду ситуация наладится. Вероятно, вечером вы получите некую секретную информацию, которая даст вам пищу для размышления по поводу вашего будущего.
"
10.03.2016,Овен,"
Если вас, Овны, мучают проблемы, то сегодня вам лучше не идти напролом, а использовать скрытный обходной путь. Однако при этом не забывайте о таких понятиях, как закон и этика.
"
11.03.2016,Овен,"
Первая половина дня у Овнов будет несколько напряженной, что связано с неожиданными препятствиями. Сегодня хороший день, чтобы примириться с теми людьми, кто о вас не лучшего мнения. Для этого подойдут общие интересы, общие друзья или планы.
"
12.03.2016,Овен,"
Овны, создайте для себя свободный график, это принесет больше пользы, нежели четкий план. Вы все равно не сможете реализовать все свои идеи, поскольку точно не видите путь, по которому нужно идти. Хороший день для  планирования, встреч с друзьями и родственниками.
"
13.03.2016,Овен,"
Мысли Овнов будут заняты сегодня тайнами, интригами и секретами. Вы не сможете приняться за новое дело и даже заняться обычной работой, поскольку постоянно будете отвлекаться на любопытные вещи или людей. Вечером тяга к непознанному усилится.
"
14.03.2016,Овен,"
Не стоит Овнам сегодня заниматься активной деятельностью, поскольку ваше обаяние сегодня пышет через край. Звезды советуют присмотреться к внутренней или скрытой стороне своей жизни, она может оказаться гораздо интереснее внешней.
"
15.03.2016,Овен,"
Уединение подарит Овнам время, чтобы подытожить прошлые события и сделать из них весьма оригинальные выводы. Сегодня лучше не с кем не делиться своими идеями. А если вам захочется общения, пусть рядом будет тот, кто поймет вас без слов.
"
16.03.2016,Овен,"
Этот день подарит Овнам отличную возможность начать новый проект. Без неприятностей не обойдется, но вы быстро с ними справитесь. В качестве препятствия может выступить, как ситуация, так и человек. Так что будьте наготове.
"
17.03.2016,Овен,"
С самого раннего утра звезды советуют Овнам побаловать себя и свое тело. Что касается вашего поведения, то вы сегодня смелы и откровенны, как никогда. Однако при этом на реализацию романтической инициативы у вас может не хватить решимости.
"
18.03.2016,Овен,"
Утро Овнов будет посвящено творчеству и свободному времяпрепровождению. В спорной ситуации в это время вы сможете показать себя с лучшей стороны. Вечером практическая сфера жизни выйдет на первый план. Новое дело придется начинать с конфликтов и препятствий.
"
19.03.2016,Овен,"
Овны сегодня практичны до мозга костей. Вы сможете совершить удачные вложения или покупки без особого напряжения. Звезды также советуют не жадничать средства, если вы ждете гостей, такое вложение средств тоже окупиться.
"
20.03.2016,Овен,"
Несмотря на то, что звезды не советуют Овнам начинать новые дела, этот день будет важен для будущего. Все будет зависеть от того, как вы говорите, как держитесь и даже как одеты. Постарайтесь сочетать в своем поведении уверенность и почтительность к закону и людям.
"
21.03.2016,Овен,"
Сегодня Овны могут быть успешными в любых начинаниях. Если вы возьметесь за дело энергично и активно, проявите весь свой потенциал, результаты не заставят себя ждать. Постарайтесь уменьшить проявление таких качеств, как неуступчивость и беспринципность.
"
22.03.2016,Овен,"
Контакты, как рабочие, так и личные, принесут Овнам больше удовольствия и пользы, чем обычно. На работе вы можете обсуждать с партнерами те темы, на которые раньше не решались говорить. В личных связях постарайтесь угодить партнеру.
"
23.03.2016,Овен,"
Напряженный день предстоит у Овнов. На первый план выйдут семейные дела. Велика вероятность конфликтов. Но если вы не только будете выставлять свои таланты, но и позаботитесь о близких, день будет не так уж и плох.
"
24.03.2016,Овен,"
На первый план у Овнов выходит семейная жизнь. У вас будет огромное желание противопоставить себя семье. Велика вероятность конфликтов на почве финансов, однако вы можете найти способ решить все проблемы, например, теплота и эмоциональность.
"
25.03.2016,Овен,"
В первой половине дня Овнам стоит отдохнуть, а вот после обеда можно приняться за дело. Только не забудьте действовать согласно закону и желаниям партнеров. Сегодня вы сможете увидеть результаты своей деятельности.
"
26.03.2016,Овен,"
Настрой Овнов будет способствовать сегодня не только романтическим связям, но и удачи на рабочем месте. Вы можете смело показывать все свои таланты и применять их на практике. Вы сможете сочетать в своем поведение и любезность, и энергичность, и принципиальность.
"
