1.01.2014,Дева,"
Для Дев сегодня отличный день для общения с близкими и родными людьми. Настроение не будет испорчено даже мелкими неприятностями. Однако и расслабляться не стоит, поскольку кому то понадобиться ваша помощь.
"
2.01.2014,Дева,"
Сегодняшний день для вас, Девы, посвящен конфиденциальным делам и поручениям, которые дадут удовлетворительные результаты. Также удачными будут рискованные действия или мероприятия. Звезды предупреждают, что вам придется заняться давно начатым делом или даже закончить его.
"
3.01.2014,Дева,"
Дева сегодня будет весьма чувствительна к окружающей обстановке. Однако звезды советует приберечь выражение эмоций для более подходящих случаев - например, при встрече с любимым. Нет никаких оснований, чтобы изливать все свои переживания сослуживцам.
"
4.01.2014,Дева,"
У Дев сегодня превосходный день, когда все спорится и дома, и на работе. В основном ваше внимание будет сосредоточено на семейных делах. Сегодня вы можете смело  анализировать ваши отношения с партнером  и строить планы на будущее.
"
5.01.2014,Дева,"
Сегодня Девы будут подвержены игривому настроению, и некоторые ваши эксперименты будут весьма полезны. Однако реакция окружающих на ваши действия будет также неоднозначна, как и ваше поведение.  Звезды не советуют начинать сегодня дела, связанные с публичными или официальными действиями.
"
6.01.2014,Дева,"
Сегодня Весы добьются успеха благодаря своим бойцовским качествам. Кому-то это весьма не понравится. Если ситуация дойдет до выяснения отношений, будьте дальновидны, поскольку не стоит портить отношения с этими оппонентами, в будущем они могут вам пригодиться.
"
7.01.2014,Дева,"
Сегодня на первое место у Дев встанут финансовые дела. Вы сможете достичь успехов, только если будете сдержанны и избежите лишних трат. Сегодня во взаимоотношениях вы будете способны на изобретательность. 
"
8.01.2014,Дева,"
В первой половине дня звезды советуют Девам привести в порядок свою финансовую деятельность, сделать ревизию расходов и доходов. После обеда возможны короткая поездка или поиск информации, для которой потребуется вся ваша проницательность и дружелюбность. 
"
9.01.2014,Дева,"
Сегодня Девам стоит быть сдержаннее, не ввязываться в конфликты. Звезды советуют быть внимательнее на дороге, и вообще с транспортом, а том числе своим. Также сегодня вам придется потрудиться, чтобы получить необходимые сведения.
"
10.01.2014,Дева,"
Девы нетворческих профессий будут сегодня увлеченно придаваться иллюзиям, надеждам, иногда несбыточным, на будущее. Творческим же личностям это день принесет появление новых оригинальных идей и мыслей.
"
11.01.2014,Дева,"
Сегодня активность будет в крови не только у вас, Девы, но и ваших домочадцев. Иногда вас это будет раздражать, но появится довольно интересное дело, в котором семья окажет вам огромную помощь.  Возможно, сегодня к вам обратятся дальние родственники или земляки.
"
12.01.2014,Дева,"
Девам сегодня стоит провести время в кругу друзей и родственников, которые смогут вам помочь. Также вам захочется сегодня поэкспериментировать. Звезды говорят, что это хорошее время для рискованных дел, только не в семейной сфере.
"
13.01.2014,Дева,"
Дев сегодня ждет конфликтная ситуация с близкими людьми по объективной и известной вам причине. Вы не сможете осуществить свои планы, связанные с развлечением или свиданием. Вероятны карьерные и материальные трудности.
"
14.01.2014,Дева,"
Сегодня отличный день у Дев для отдыха и расслабления. Вам захочется оформить все ваши отношения красиво и элегантно, что принесет вам удачу в делах и в семейной жизни.  Вероятно, вас ждет какой-то приятный сюрприз.
"
15.01.2014,Дева,"
Сегодня звезды советуют Девам закончить все незаконченные дела и поставить точки над и в личных связях. Вечером вас ждет нечто, что положит начало нового дела, вероятность удачного исхода которого велика.
"
16.01.2014,Дева,"
Девы, вы должны быть осторожны с вашими оппонентами и врагами. Вам не стоит ввязываться в борьбу или конфликт, поскольку вы все равно победителем не выйдете, поскольку ваши эмоции сегодня на пределе и вы не в состоянии их сдерживать.
"
17.01.2014,Дева,"
Сегодня вам, Девы, будет трудно объективно оценить свои возможности, поэтому не назначайте важных встреч, не начинайте новых дел. Если вам будет интересно заниматься рутинной работой, вы справитесь быстро, если же нет, то вас замучает лень.
"
18.01.2014,Дева,"
Сегодня Девы ваш мир будет крутиться вокруг определенного человека - это будет партнер по делу, родственник или даже враг.  В друзья или враги стоит выбирать авторитетного человека. А в семейные дела стоит внести чуточку новизны.
"
19.01.2014,Дева,"
Сегодня вам, Девы, придется весь день общаться, попытайтесь понять, о чем думает собеседник, чего хочет, только не пытайтесь хитрить - это приведет к не очень хорошим результатам. Вы пропустили удачный момент, и вам придется потерпеть  до следующего.
"
20.01.2014,Дева,"
Весьма трудный день для Дев. Не стоит сегодня работать с важными проектами, поскольку есть вероятность ошибки. Отношения с партнерами и близкими тоже не заладятся. К вечеру ситуация может стать пиковой, будьте на стороже.
"
21.01.2014,Дева,"
В первой половине дня вам, Девы, придется размышлять, иметь дело с переговорами, предметом которых будет ваша частная или профессиональная жизнь. Во второй половине дня придется действовать. Будьте искренни и  честны, и тогда все получится.
"
22.01.2014,Дева,"
Сегодня вам, Девы, звезды не советуют заниматься рутинной работой, вас будут интересовать дела с быстрым темпом разрешения. Вы сможете быстро устранить проблему, связанную с семейными  делами.
"
23.01.2014,Дева,"
Девы, сегодня для вас благоприятна любая интеллектуальная и физическая деятельность, если она соответствует вашему плану. Финансовые вопросы сегодня лучше не затрагивать.
"
24.01.2014,Дева,"
Звезды советуют сегодня Девам быть осторожнее в реализации любых проектов. Вы не сможете сегодня оценить свои возможности объективно и спланировать работу правильно. Поэтому все инициативы лучше отложить.
"
25.01.2014,Дева,"
Девы, до обеда вы вполне можете расслабиться и действовать свободно. После обеда вам необходимо будет сосредоточиться на определенном плане работы. Успех вам принесут переговоры и помощь авторитетного человека.
"
26.01.2014,Дева,"
Девы, вставайте, как можно раньше и вам воздастся. Вам по силам будет любое дело. Сегодня, возможно, вы увидите результаты своих прошлых проектов. Любые конфликты вы сможете погасить быстро и использовать их в своих целях. Сегодня можно начинать лечиться.
"
27.01.2014,Дева,"
Первую половину дня  Девы проведут в общении без каких-либо формальных правил и обязанностей. К вечеру ситуация изменится.  Ваши разговоры приобретут практическое значение. В делах вероятна поддержка со стороны близкого человека. Однако возрастет воздействие на вас ограничений.
"
28.01.2014,Дева,"
Вероятность спора Дев со своей второй половинкой сегодня возрастает в разы. Разногласия по принципиальным вопросам не будут решены полностью. В любом случае, каждый останется при своей мнении. Внимание к себе также привлекут сегодня дети, у которых не ладится в учебе.
"
29.01.2014,Дева,"
В первой половине дня у вас Девы не будет сил для решения важных задач, поэтому перенесите все на вечер, когда вы будете переполнены энергией. Однако звезды не советуют сильно распыляться. Если переусердствуете с работой, возможно, обострение заболевания. 
"
30.01.2014,Дева,"
Сегодня звезды советуют вам Девы сдерживаться от авантюр, поскольку они будут опасны. Также вы не сможете найти поддержку у того человека, на которого рассчитывали. Будьте внимательными при работе с приборами, а также это весьма неблагоприятный день для операций.
"
31.01.2014,Дева,"
Девы, первую половину дня звезды советуют провести  в уединении и отдыхе. Не начинайте новых дел, поскольку ваша интуиция может вас подвести. Вечером, с вами рядом появится весьма важная личность, в отношениях с которой вы должны помнить, что  вы не центр вселенной.
"
1.02.2014,Дева,"
У Дев отличный день, чтобы заняться теми проектами и проблемами, которые интересуют именно вас. На работе этому делу будут посвящено почти все время. А дома вы наконец-то сможете обсудить насущную проблему и найдете решение, причем удивительно простое.
"
2.02.2014,Дева,"
Девам утро и обед стоит провести в повседневной обстановке за рутинными делами, или отдохнуть. Силы вам понадобятся к вечеру, когда вам придется заняться весьма важными делами в практически любой сфере вашей жизни.
"
3.02.2014,Дева,"
Материальная сфера принесет сегодня Девам дивиденды, однако для этого придется потрудиться. Лучшее время для зарабатывания или поиска финансового партнера - это утро. В течение дня окажите своему клиенту уникальную услугу и получите неплохой доход.
"
4.02.2014,Дева,"
Девы, внимательно отнеситесь к идеям, исходящим из вашего окружения. Возможно, при соответствующей доработке эти идеи могут принести максимум прибыли.  Вечером представиться возможность попутешествовать. Однако будьте готовы к подводным камням.
"
5.02.2014,Дева,"
Сегодня Девам звезды советуют действовать оригинально и использовать по максимуму излишнюю возбудимость. Традиционные методы работы не смогут снять ваше напряжение и могут стать причиной стычек, конфликтов.
"
