1.01.2016,Весы,"
Сегодня Весам будет как никогда нужна поддержка семьи и любимых людей. Вы будете испытывать огромную потребность позвонить родителям или родственникам. Особых проблем не будет, однако на работе некоторые вопросы потребуют дополнительного времени для решения.
"
2.01.2016,Весы,"
Сегодняшний день будет весьма благоприятен для вас, Весы, в карьерном плане.  Вы сможете навести мосты, как с начальством, так и с клиентами. Возможно, в ваших начинаниях вам окажут помощь ваши близкие, или даже дети. Звезды советуют начинать все дела с утра, чтобы шансы на успех были выше.
"
3.01.2016,Весы,"
Для Весов день будет полон радостных событий, связанных в основном с теми сферами деятельности, где присутствует азарт. Если по натуре вы спокойный человек, то вам радость принесет следить за состязаниями, авантюрными мероприятиями семьи или друзей.
"
4.01.2016,Весы,"
Весы сегодня получат от звезд отдых от будничных проблем. Этот день весьма подходит для уединения, как дома, так и на работе.  Вы сможете провести безмятежный день, поговорить приватно с кем-то из родственников или друзей. Также возможно получение дельного совета.
"
5.01.2016,Весы,"
Сегодня Весам звезды советуют быть внимательнее - на работе вероятнее всего вы найдете какие-либо несоответствия в планах, также возможны неприятные сюрпризы, например  отключение электричества. В частной жизни будьте осторожны при получении медицинских услуг и при покупке лекарств. 
"
6.01.2016,Весы,"
Скорпион сегодня займется оформлением какой-то документации, причем могут возникнуть препятствия бюрократического характера. Возможны проблемы с официальными партнерами по поводу не выполнения обязательств, а отношения с неофициальными звезды советуют оформить по закону.
"
7.01.2016,Весы,"
Сегодня Весы будут активно проявлять свое любовь к уравновешенным решениям, в чем им помогут любимые люди. Возможна нежданная, но очень приятная, встреча со старым другом. А для решения проблем, вам придется преодолеть некие препятствия.
"
8.01.2016,Весы,"
Если у вас остались неоконченные дела, звезды советуют вам, Весы, закончить их до обеда, поскольку после оного вы будете заняты решением финансовых вопросов, покупками, переговорами.
"
9.01.2016,Весы,"
Сегодня Весам звезды советуют быть осторожнее со своими финансовыми вложениями, в том числе и прошлыми, не доверять деньги незнакомцам и даже знакомым людям. Сегодня можно оплатить небольшие долги, или потратить средства на семейный быт.
"
10.01.2016,Весы,"
Звезды советуют Весам не планировать на сегодняшний день важные мероприятия, поскольку вы будете подвержены излишней мечтательности и не сможете объективно оценить свои силы. Если же уже запланировали, попытайтесь перенести мероприятие на вечер.
"
