1.01.2014,Рак,"
Раки будьте внимательны при общении с собеседником, если дело касается проблем в прошлом. Не давайте эмоциям и чувствам взять над вами вверх, иначе вас ждет недопонимание. Вечер проведите в кругу друзей или семьи в неформальной обстановке.
"
2.01.2014,Рак,"
Раки сегодня будут весьма активны и энергичны, что позволит не замечать мелких неприятностей.  Также большое внимание привлекут к себе финансовые вопросы. Чтобы их решить вам необходимо быть активнее в действиях и не откладывать проблемы до вечера.
"
3.01.2014,Рак,"
Основным вопросом на сегодня для Раков будет финансовый. Вам придется отстаивать свое мнение по поводу распоряжения собственными деньгами. Авторитетные друзья будут критиковать вас за необдуманные траты. Стоит прислушаться к объективной критике.
"
4.01.2014,Рак,"
Для Рака сегодня особенно важно быть внимательным и аккуратным с информацией, чтобы не пропустить весьма важную деталь. Если вам не хватает навыком или способностей, обратитесь за помощью к более осведомленному человеку.
"
5.01.2014,Рак,"
Сегодняшний день для Раков обещает быть весьма непредсказуемым и тревожным. Возможны непредвиденные случаи в пути. Однако звезды советуют не пасовать, поскольку вы сможете подстроиться к любой ситуации, вот только за результаты они не ручаются.
"
6.01.2014,Рак,"
Чтобы день у Львов сложился относительно нормально, следует избегать конфликтов с коллегами, домочадцами и, конечно, начальством. Будьте сдержанны и держите дистанцию. Существует вероятность, что в этот день вы не успеете закончить какое-то дело или, например, опоздаете на работу.
"
7.01.2014,Рак,"
Весьма удачный день у Рака для общения с родственниками и друзьями. Возможно, именно сегодня вы придете со своим возлюбленным к соглашению по поводу вашего совместного бытия. Звезды советуют быть осторожнее при совершении сделок с недвижимостью.
"
8.01.2014,Рак,"
С утра Раки смогут решить множество своих бытовых и рабочих проблем. В это время будет полезно пообщаться с родителями, помочь им. К вечеру вы задумаетесь об отдыхе, релаксации.
"
9.01.2014,Рак,"
Ракам звезды советуют выражать бурно свои эмоции только в определенных ситуациях, например при встрече с любимым. Однако в других сферах жизни постарайтесь сдерживать себя, хотя сегодня это будет весьма нелегко.
"
10.01.2014,Рак,"
Раки будут подвержены эмоциональности сегодня. Старайтесь не преувеличивать, как мелкие удачи, так и небольшие промахи. Склонность к гиперболическому мышлению будет уместна только для специалистов творческих профессий. Вечером член вашей семьи постарается вас чем-то удивить.
"
11.01.2014,Рак,"
Весьма энергичный день для Раков. Полезна будет физическая и интеллектуальная напряженная работа. Также благоприятным стечением обстоятельств звезды считают общение с иностранными партнерами или длительную командировку.
"
12.01.2014,Рак,"
Сегодня Раки будут вести удачно дела, связанные с работой в большом коллективе. Даже рутинная работа вам покажется сегодня нужной и интересной. Также порадует здоровье. Вероятно, вас ждет неожиданное приятное событие, связанное с лечением.
"
13.01.2014,Рак,"
Сегодня вам, Раки, звезды советуют собрать всю волю в кулак, проявить все свои профессиональные качества для достижения поставленных целей. В частной жизни будьте внимательны, поскольку некоторые отношения станут холоднее.
"
14.01.2014,Рак,"
Рак, сегодня ваши партнеры более доброжелательны к вам, чем вы не преминете воспользоваться. Не забывайте оказывать знаки внимания, что может принести дивиденды. Неплохой день для финансовых вопросов, и вопросов связанных с недвижимостью.
"
15.01.2014,Рак,"
Сегодня для Раков будет важен разговор с каким-то весьма авторитетным человеком. Если вам интересен человек, дайте ему того, что он хочет, но только в пределах всех возможных правил и принципов. Не заводите разговор также о новых темах. К концу дня этот разговор принесет еще больше удовольствия.
"
16.01.2014,Рак,"
Ракам сегодня не стоит начинать новые дела, а если все-таки придется, то следуйте по проторенной дороге. Вы будете отстаивать сегодня свои идеи, мнения или собственность, но эта борьба будет бесполезна и мучительна.
"
17.01.2014,Рак,"
Ракам сегодня предстоит коллективная работа. В сложной ситуации вы получите возможность вписаться в коллектив, благодаря своему проницательному уму. Также ваше воображение будет рисовать необычайные картины, однако будьте осторожны, не все фантазии окажутся сбыточными.
"
18.01.2014,Рак,"
У Рака удачный день. Особенно он окажется удачным, если вы сможете исключить негативные эмоции по отношению к себе или партнеру. Также для вас будут полезны путешествие или получение образования.
"
19.01.2014,Рак,"
Сегодня звезды не советуют Ракам выяснять отношения в романтической сфере. В сфере образования, путешествий более удачно будет идти уже начатое дело, так что откажитесь от новых проектов. Сегодня вам будет приятно общаться с друзьями и коллегами, и расширять свой кругозор.
"
20.01.2014,Рак,"
Ракам сегодня придется серьезно потрудиться. Не оставляйте дела на вечер, иначе рискуете заработать недомогание. Чтобы справиться с делом, будьте спокойны и уверены в себе, долго не дуте, все проанализируйте и примите быстрое решение.
"
21.01.2014,Рак,"
Раки, утром, возможно, вы встретите человека, который будет весьма вам полезен в будущем. Послушайте его внимательно, его критичное мнение будет полезно. Вы сможете найти много нового в его словах, а после переговоров, начните действовать и добьетесь многого.
"
22.01.2014,Рак,"
Раки, вы будете чувствовать, что еще не готовы для реализации своей цели, но не медлите, ведь попытка не пытка. Посоветуйтесь с друзьями и сделайте рывок, возможно, вы получите отличный результат.
"
23.01.2014,Рак,"
Раки, результаты финансовых дел будут зависеть полностью от вас. Вы должны быть внимательными и не увлекаться сомнительными проектами. Иначе вы влезете в долги. Найдите советника по финансовым вопросам или попросите помощи у вашего партнера по браку.
"
24.01.2014,Рак,"
Сегодня вам, Раки, необходимо быть осторожными со своим  инициативами, поскольку вы не можете объективно оценить, как положительные, так и отрицательные аспекты дела. Особенно, это качается финансовых дел. Вы так и не сможете найти компромисс между логикой и эмоциями.
"
25.01.2014,Рак,"
С утра Раки будут слегка не в своей тарелке, поэтому звезды советуют все важные дела перенести на вечер. При этом результат вы получите, если не будете размениваться на общение с сомнительными личностями, обратите внимание на ваше ближайшее окружение.
"
26.01.2014,Рак,"
У Раков первая половина дня окажется весьма удачной для общения с деловыми партнерами или домочадцами. В этот период вы можете добиться наилучших результатов деятельности. Это удачное время для любых дел, требующих оперативного вмешательства.
"
27.01.2014,Рак,"
Основные события ждут Раков вечером. Вы будете настроены весьма эмоционально и чувствительно, однако из-за определенных объективных ограничений, в полной мере не сможете раскрыть себя.
"
28.01.2014,Рак,"
Раки, сегодняшний день полностью нацелен на вашу частную жизнь. Вас будут беспокоить отношения с родственниками, личные мелкие неприятности, а также небольшая ссора с любимым человеком. Звезды советуют сегодня прислушиваться к критике, она весьма полезна. 
"
29.01.2014,Рак,"
Раки, первую половину дня лучше провести, занись личными проблемами. Не очень хорошее время для общения. Вечером возможны конфликты. Чтобы их избежать, вам придется усиленно работать, а также не забывать о нуждах других людей.
"
30.01.2014,Рак,"
 Весьма напряженный день у Раков. Возможны конфликты с детьми, родственниками или коллегами. Вероятность израсходовать много сил или средств весьма высока.  Друзья подкинут вам работы или попросят вернуть долг.
"
