1.01.2016,Скорпион,"
Сегодня Скорпионы будут эмоциональны и чувствительны, что может привести к небольшим проблемам на дороге. Также возможно вы захотите переосмыслить свою жизнь или задумаетесь о глобальных переменах.
"
2.01.2016,Скорпион,"
Скорпионы в начале дня будут исправлять прошлые свои ошибки. Звезды вам благоволят, поэтому не хватайтесь за голову, а спокойно принимайтесь за дело. К вечеру, однако, ваш пыл поутихнет и придется сделать перерыв.
"
3.01.2016,Скорпион,"
Сегодня Скорпионам придется отстаивать уже завоеванные позиции. В борьбе за место под солнцем, используйте весь свой потенциал, будьте изобретательны. Возможно, вам даже придется использовать иллюзорные методы воздействия на людей и психологию.
"
4.01.2016,Скорпион,"
Звезды советуют Скорпионам не спешить сегодня. День подойдет для комфортного и безмятежного общения, но только по делу, пустые разговоры не приветствуются. Возможно, сегодня ваши коллеги, друзья или просто знакомые оценят ваше нестандартное и оригинальное мышление.
"
5.01.2016,Скорпион,"
Для Скорпиона сегодня удачный день для изменения курса деятельности или некоторых его деталей. Возможно, вы познакомитесь с новыми системами работы или вспомните надежные старые.
"
6.01.2016,Скорпион,"
Звезды советуют Стрельцам сегодня быть весьма внимательными в оформлении документации, обращая особое внимание на безупречное и четкое заполнение. Некоторые сферы вашей профессиональной деятельности, например, управленческая, потребуют срочного пересмотра.
"
7.01.2016,Скорпион,"
Звезды советуют Скорпионам предпринимать какие-либо действия совместно с надежным партнером. Причем, вы должны заранее оговорить все условия партнерства, чтобы не попасть впросак. Возможно, вам придется скрывать свое взаимодействие, будьте осмотрительны.
"
8.01.2016,Скорпион,"
Сегодня Скорпионам придется налаживать или укреплять отношения с партнерами, друзьями или семьей. Также весьма важным будет укрепление тайных связей. К концу дня вас будут одолевать старые привычки и потребности.
"
9.01.2016,Скорпион,"
Эмоции для Скорпиона могут стать сегодня и другом, и врагом. Если вы не сможете сдержать чрезмерный выплеск негативных эмоций, то все ваши начинания будут сведены к нулю. Желательно, чтобы с вами сегодня был рядом спокойный и разумный человек. Если вы должны решить важное дело, то сначала тщательно подготовьтесь.
"
10.01.2016,Скорпион,"
Сегодня природная приверженность эмоциям во много раз увеличена у Скорпиона. В течение дня вам будет трудно сосредоточиться на реалистичной цели, к вечеру же вы сможете свои мечты превратить в более или менее четкий план.
"
11.01.2016,Скорпион,"
Сегодня вам, Скорпионы, звезды советуют не разбрасываться своими силами и возможностями, а выбрать одну цель, благодаря чему вы получите желаемую выгоду. Также вероятна помощь человека, с которым вы давно не виделись. 
"
12.01.2016,Скорпион,"
Звезды советуют Скорпионам сегодня провести ревизию ценностей, находящихся в вашем распоряжении, включая духовные и социальные ценности. Хорошее время для покупки любого печатного издания - для себя или в подарок. Также сегодня вы будете склонны к перееданию.
"
13.01.2016,Скорпион,"
Скорпионам необходимо быть внимательнее, особенно это касается оформления документов. Не забудьте осмотреть ваши вещи, когда покидаете дом, дабы не забыть чего-то важного. Разбор рабочих или личных проблем  будет более конструктивным, если все участники постараются забыть про эмоции.
"
