1.01.2016,Рыбы,"
Рыбы, данный день будет весьма хорош для общения с друзьями или обдумывания глобальных планов. Также день хорош для воспоминания, анализа нынешней ситуации  и обдумывания проблем. Вечер лучше провести в неформальной обстановке.
"
2.01.2016,Рыбы,"
Сегодня вы, Рыбы, будете поглощены работой - ее окажется больше чем обычно, или рабочая обстановка потребует чрезмерных усилий. Также звезды предполагают, что давно запланированная операция или другая медицинская процедура сегодня закончится удачно.
"
3.01.2016,Рыбы,"
Сегодня Рыбы будут активно трудиться, помогая кому-то, однако стоит быть внимательным, поскольку есть вероятность, что вас ввели в заблуждение. Также звезды не советуют осуществлять медицинские операции, увлекаться алкоголем и таблетками.
"
4.01.2016,Рыбы,"
Сегодня Рыбам звезды советуют придерживаться делового стиля общения для достижения поставленных целей. Будьте внимательны и дружелюбны к собеседнику, и тогда у вас все получится. Следует избегать излишней общительности и эмоциональности.
"
5.01.2016,Рыбы,"
Звезды не советуют сегодня Рыбам проводить важные переговоры, поскольку вам будет трудно сосредоточиться на определенной теме разговора. Лучше всего заняться проверкой документации и внесением необходимых исправлений.
"
7.01.2016,Рыбы,"
Рыб сегодня ждет непростой день. Возможны неприятности в профессиональной сфере, в поездках, однако не стоит посовать, это временные трудности. Пока займитесь рутинной работой, семьей или своим здоровьем.
"
8.01.2016,Рыбы,"
Сегодня у Рыб день будет посвящен контактам с окружающими людьми. С утра любое начатое совместное дело будет спориться. Вечером вас ждет разговор, в котором вы сможете свободно проявлять свои эмоции. Он будет протекать так, как захотите вы.
"
9.01.2016,Рыбы,"
Рыбам сегодня звезды советуют проявить осторожность и умеренность во всех делах, не рисковать понапрасну, тогда день окажется для вас благоприятным. Вас будет одолевать страсть новых приключений, но не поддавайтесь неразумным мыслям.
"
10.01.2016,Рыбы,"
С утра Рыбы будут мечтательны и чувствительны. Будьте осторожны, таким настроением могут воспользоваться мошенники. Отличный день для тех людей, кто зарабатывает своим воображением. Вечером ваше настроение станет более спокойным  и рациональным.
"
11.01.2016,Рыбы,"
Сегодня звезды советуют Рыбам для достижения своей цели работать активнее и с внедрением творческого начала. Такую тактику стоит использовать, как в работе, так и в учебе, а также при взаимоотношениях с детьми.
"
